credit_sco,credit_amo,tenure,balance,cred_card,active,saving,checking,clusters
509,1478,new,no balance,yes,no,little,little,2
689,3573,long term,excellent balance,yes,yes,little,moderate,0
543,1201,long term,no balance,yes,yes,little,moderate,2
438,3622,new,no balance,no,no,rich,little,0
687,960,new,excellent balance,yes,yes,rich,none,2
737,1163,long term,excellent balance,yes,yes,quite rich,none,2
761,1209,long term,no balance,yes,yes,little,moderate,2
601,3077,new,good balance,yes,yes,little,none,0
651,3757,new,no balance,yes,no,little,none,0
745,1418,loyal,good balance,yes,no,moderate,none,2
648,3518,loyal,no balance,yes,yes,little,none,0
848,1934,new,good balance,yes,yes,little,none,2
546,8318,loyal,no balance,yes,yes,little,moderate,3
439,1237,new,excellent balance,yes,no,moderate,none,2
755,368,long term,excellent balance,no,yes,none,moderate,2
593,2122,long term,no balance,yes,no,little,little,2
701,2996,new,no balance,yes,yes,none,little,0
701,9034,loyal,no balance,yes,no,moderate,moderate,3
607,1585,new,good balance,no,yes,little,none,2
586,1301,new,no balance,no,yes,little,moderate,2
547,1323,loyal,good balance,yes,no,moderate,rich,2
647,3123,new,good balance,no,no,little,little,0
760,5493,new,good balance,no,no,little,little,3
621,1126,loyal,excellent balance,yes,no,moderate,rich,2
725,1216,long term,no balance,yes,yes,moderate,moderate,2
526,1207,new,no balance,yes,no,little,little,2
519,1309,long term,excellent balance,no,no,none,none,2
713,2360,long term,excellent balance,yes,yes,quite rich,rich,2
700,6850,loyal,excellent balance,yes,no,moderate,moderate,3
666,1413,loyal,good balance,yes,yes,little,none,2
630,8588,long term,good balance,no,no,moderate,none,3
779,759,long term,excellent balance,no,yes,little,little,2
611,4686,new,good balance,yes,no,little,none,0
685,2687,loyal,no balance,yes,no,little,rich,0
646,585,loyal,good balance,yes,yes,little,moderate,2
683,2255,long term,excellent balance,no,no,none,none,2
484,609,long term,excellent balance,no,yes,little,little,2
601,1361,loyal,no balance,no,yes,little,little,2
762,7127,long term,excellent balance,yes,yes,little,none,3
687,1203,loyal,no balance,no,yes,moderate,little,2
566,700,long term,no balance,yes,no,none,none,2
702,5507,loyal,excellent balance,yes,yes,little,none,3
601,3190,loyal,no balance,yes,yes,little,little,0
699,7119,long term,no balance,no,yes,little,little,3
584,3488,loyal,no balance,yes,no,moderate,none,0
699,1113,long term,no balance,yes,yes,little,moderate,2
698,7966,new,good balance,yes,no,little,moderate,3
495,1532,loyal,excellent balance,no,no,moderate,none,2
650,1503,long term,no balance,yes,no,little,none,2
605,2302,new,excellent balance,yes,yes,little,little,2
667,662,new,good balance,yes,yes,little,little,2
688,2273,loyal,excellent balance,yes,yes,little,moderate,2
727,2631,new,no balance,yes,no,moderate,moderate,0
754,1503,long term,excellent balance,yes,no,little,none,2
612,1311,loyal,excellent balance,yes,no,moderate,none,2
546,3105,long term,excellent balance,yes,yes,none,none,0
673,2319,loyal,no balance,yes,yes,little,rich,2
593,1374,loyal,good balance,yes,no,none,little,2
656,3612,loyal,excellent balance,no,yes,little,moderate,0
535,7763,long term,excellent balance,yes,yes,little,little,3
678,3049,new,excellent balance,no,yes,little,rich,0
477,1534,new,excellent balance,no,yes,little,moderate,2
850,2032,long term,good balance,no,no,little,none,2
427,6350,new,excellent balance,yes,yes,none,little,3
752,2864,new,good balance,yes,no,little,rich,0
649,1255,new,no balance,yes,yes,little,none,2
799,1333,new,excellent balance,yes,no,little,little,2
589,2022,new,no balance,yes,no,little,none,2
583,1552,long term,good balance,yes,no,little,none,2
839,626,loyal,good balance,yes,no,little,little,2
540,8858,new,excellent balance,yes,yes,none,none,3
850,996,long term,good balance,no,no,none,none,2
696,1750,long term,no balance,yes,no,quite rich,none,2
660,6999,new,no balance,no,no,little,little,3
682,1995,new,excellent balance,no,yes,moderate,moderate,2
744,1199,loyal,excellent balance,no,yes,little,moderate,2
785,1331,long term,excellent balance,no,no,little,moderate,2
752,2278,long term,good balance,yes,no,moderate,moderate,2
706,5003,long term,good balance,yes,no,none,none,0
583,3552,new,excellent balance,yes,yes,little,little,0
660,1928,long term,excellent balance,yes,no,little,moderate,2
819,2964,loyal,excellent balance,yes,no,none,little,0
673,1881,loyal,good balance,yes,no,little,rich,2
752,709,new,no balance,yes,yes,rich,rich,2
578,4795,long term,good balance,yes,no,little,moderate,0
438,3416,long term,no balance,yes,no,little,little,0
652,2462,long term,no balance,yes,yes,little,little,2
629,2288,long term,no balance,yes,yes,little,none,2
720,3566,long term,no balance,yes,yes,moderate,moderate,0
668,860,new,excellent balance,yes,no,little,little,2
459,682,long term,excellent balance,yes,yes,moderate,none,2
729,5371,loyal,excellent balance,yes,yes,little,little,3
498,1582,loyal,excellent balance,yes,yes,rich,none,2
549,1346,long term,excellent balance,no,yes,moderate,none,2
601,1924,new,excellent balance,yes,yes,little,none,2
544,5848,loyal,good balance,yes,yes,little,rich,3
751,7758,long term,no balance,yes,no,rich,moderate,3
632,6967,new,good balance,yes,yes,moderate,moderate,3
694,1282,loyal,good balance,yes,yes,little,little,2
678,1288,new,no balance,yes,yes,moderate,little,2
695,339,long term,no balance,yes,yes,little,little,2
661,3512,new,no balance,no,yes,moderate,moderate,0
661,1898,loyal,no balance,yes,yes,none,none,2
559,2872,new,excellent balance,no,yes,moderate,none,0
503,1055,new,no balance,yes,yes,little,none,2
695,1262,new,excellent balance,yes,yes,quite rich,none,2
640,7308,long term,excellent balance,yes,yes,little,moderate,3
624,909,new,excellent balance,no,no,quite rich,none,2
667,2978,loyal,no balance,no,yes,quite rich,none,0
642,1131,new,no balance,no,no,little,little,2
640,1577,long term,good balance,yes,yes,rich,moderate,2
529,3972,long term,no balance,yes,yes,little,none,0
563,1935,long term,no balance,yes,yes,little,moderate,2
593,950,long term,good balance,yes,no,little,little,2
739,763,long term,good balance,no,yes,little,none,2
788,2064,new,no balance,yes,yes,little,moderate,2
684,1414,new,no balance,yes,no,little,moderate,2
482,3414,long term,good balance,no,yes,little,little,0
591,7485,long term,excellent balance,no,yes,none,none,3
651,2577,long term,excellent balance,no,yes,little,little,0
749,338,loyal,excellent balance,no,no,quite rich,little,2
583,1963,loyal,excellent balance,no,no,little,none,2
661,571,new,excellent balance,no,no,little,little,2
715,9572,new,good balance,yes,yes,little,none,3
769,4455,long term,excellent balance,yes,no,little,moderate,0
625,1647,long term,excellent balance,yes,no,none,little,2
641,3777,long term,good balance,yes,no,rich,none,0
716,884,new,excellent balance,yes,no,little,moderate,2
767,1360,new,good balance,yes,no,little,none,2
745,5129,loyal,excellent balance,no,no,little,moderate,0
589,1175,long term,no balance,yes,yes,little,moderate,2
796,674,new,good balance,yes,yes,moderate,little,2
664,3244,long term,no balance,yes,yes,little,moderate,0
445,4591,new,good balance,yes,yes,rich,none,0
543,3844,new,good balance,yes,yes,moderate,moderate,0
746,3915,new,no balance,yes,yes,little,moderate,0
742,2108,new,excellent balance,yes,yes,little,none,2
750,3031,long term,no balance,yes,no,moderate,moderate,0
669,1501,long term,good balance,no,no,little,moderate,2
594,1382,new,excellent balance,no,yes,little,none,2
574,951,new,no balance,no,yes,moderate,moderate,2
659,2760,new,good balance,yes,yes,none,moderate,0
750,4297,long term,excellent balance,yes,no,little,moderate,0
626,936,long term,good balance,yes,yes,quite rich,none,2
620,1168,long term,no balance,yes,no,little,little,2
580,5117,loyal,no balance,no,yes,little,none,0
686,902,new,excellent balance,yes,no,little,little,2
540,1495,new,excellent balance,no,no,little,none,2
634,10623,long term,good balance,yes,no,little,little,1
632,1935,new,excellent balance,yes,no,little,none,2
501,1424,new,excellent balance,yes,no,little,moderate,2
650,6568,new,good balance,yes,no,little,little,3
786,1413,loyal,no balance,yes,no,rich,none,2
554,3074,long term,good balance,no,no,none,none,0
701,3835,long term,no balance,no,no,none,none,0
474,5293,loyal,no balance,no,no,little,little,0
621,1908,long term,no balance,yes,yes,little,rich,2
672,3342,new,excellent balance,yes,yes,none,none,0
459,932,long term,excellent balance,yes,yes,none,moderate,2
669,3104,new,no balance,no,no,little,little,0
776,3913,new,excellent balance,yes,no,little,rich,0
694,3021,new,good balance,yes,yes,little,little,0
787,1364,loyal,excellent balance,yes,yes,little,none,2
580,625,loyal,no balance,no,yes,little,moderate,2
711,1200,long term,no balance,yes,yes,none,little,2
673,707,long term,excellent balance,yes,no,little,none,2
499,2978,new,no balance,no,no,none,none,0
591,4657,long term,excellent balance,yes,yes,little,none,0
769,2613,loyal,no balance,no,no,little,none,0
657,10961,new,excellent balance,no,no,rich,moderate,1
738,7865,loyal,excellent balance,yes,no,little,little,3
545,1478,long term,excellent balance,no,yes,little,none,2
497,3149,long term,no balance,yes,yes,little,little,0
816,4210,long term,excellent balance,yes,yes,little,rich,0
525,2507,new,good balance,no,yes,quite rich,none,0
725,2141,long term,no balance,yes,no,moderate,none,2
692,866,loyal,good balance,yes,no,little,moderate,2
618,1544,long term,excellent balance,no,yes,little,none,2
546,1823,loyal,excellent balance,yes,yes,little,little,2
635,14555,long term,good balance,yes,yes,none,moderate,1
611,2767,new,good balance,no,no,moderate,moderate,0
650,1291,loyal,no balance,yes,yes,little,none,2
606,2522,long term,no balance,yes,yes,little,little,0
844,915,new,excellent balance,no,no,none,little,2
450,1595,long term,excellent balance,yes,no,little,none,2
727,4605,new,good balance,yes,yes,little,little,0
460,1185,long term,excellent balance,yes,yes,little,none,2
649,3447,new,no balance,no,yes,quite rich,none,0
758,1258,loyal,good balance,yes,no,little,none,2
490,717,long term,good balance,yes,yes,little,none,2
815,1204,new,good balance,yes,no,moderate,none,2
838,1925,long term,excellent balance,yes,no,little,rich,2
803,433,loyal,excellent balance,yes,no,little,none,2
664,666,new,excellent balance,yes,no,rich,little,2
736,2251,new,no balance,yes,yes,little,rich,2
633,2150,loyal,excellent balance,yes,no,little,moderate,2
664,4151,long term,good balance,yes,yes,moderate,none,0
600,2030,long term,excellent balance,yes,no,none,moderate,2
693,7418,long term,excellent balance,yes,no,none,moderate,3
663,2684,long term,good balance,no,no,little,none,0
742,2149,new,good balance,yes,no,little,little,2
710,3812,new,excellent balance,yes,yes,moderate,none,0
710,1154,new,excellent balance,yes,no,moderate,none,2
700,1657,new,no balance,no,yes,little,little,2
720,1603,loyal,good balance,no,no,little,little,2
684,5302,new,good balance,no,no,little,little,0
531,2748,new,good balance,no,yes,little,none,0
742,1231,new,excellent balance,no,no,little,none,2
717,802,long term,excellent balance,no,no,little,moderate,2
589,6304,new,no balance,no,yes,none,none,3
767,1533,new,excellent balance,no,no,little,none,2
636,8978,long term,good balance,yes,no,little,little,3
648,999,long term,excellent balance,yes,yes,none,none,2
622,2662,long term,good balance,yes,no,none,none,0
692,1402,loyal,good balance,no,no,quite rich,none,2
754,12169,loyal,no balance,yes,yes,none,moderate,1
679,3060,loyal,good balance,no,no,little,moderate,0
639,11998,loyal,no balance,yes,no,little,little,1
774,2697,new,good balance,no,yes,little,none,0
517,2404,new,no balance,no,yes,little,none,2
571,1262,loyal,no balance,no,no,none,little,2
747,4611,long term,good balance,yes,yes,little,none,0
792,1901,long term,good balance,no,yes,moderate,none,2
688,3368,new,no balance,yes,yes,rich,none,0
714,1574,new,excellent balance,no,yes,little,none,2
562,1445,new,no balance,yes,no,none,rich,2
704,1520,loyal,excellent balance,yes,yes,none,none,2
698,3878,new,good balance,yes,yes,moderate,moderate,0
611,10722,new,no balance,yes,yes,little,little,1
850,4788,long term,good balance,yes,no,little,little,0
743,7582,new,excellent balance,yes,yes,moderate,moderate,3
654,1092,new,no balance,yes,no,little,moderate,2
761,1024,loyal,good balance,no,no,little,little,2
702,1076,loyal,good balance,no,yes,little,none,2
488,9398,new,good balance,yes,no,little,moderate,3
683,6419,long term,excellent balance,yes,yes,little,little,3
601,4796,loyal,excellent balance,no,yes,little,rich,0
605,7629,long term,no balance,yes,yes,none,none,3
671,9960,new,good balance,no,yes,little,moderate,1
614,4675,long term,excellent balance,yes,yes,none,none,0
511,1287,loyal,no balance,no,yes,none,none,2
850,2515,long term,excellent balance,no,yes,little,none,0
790,2745,loyal,no balance,no,no,rich,moderate,0
793,672,new,no balance,no,no,little,none,2
628,3804,long term,no balance,yes,yes,little,moderate,0
598,1344,loyal,excellent balance,yes,yes,none,rich,2
657,1038,long term,good balance,yes,no,little,little,2
618,10127,loyal,no balance,yes,no,quite rich,none,1
681,1543,long term,excellent balance,no,yes,rich,none,2
516,4811,new,no balance,yes,yes,none,none,0
421,727,loyal,excellent balance,yes,yes,moderate,little,2
700,1237,new,no balance,no,no,little,moderate,2
745,276,long term,excellent balance,yes,no,little,moderate,2
696,5381,loyal,no balance,yes,no,none,moderate,3
580,5511,new,excellent balance,no,no,moderate,none,3
497,3749,loyal,good balance,yes,yes,little,rich,0
720,685,long term,excellent balance,yes,no,little,moderate,2
659,1494,long term,excellent balance,yes,no,none,rich,2
841,2746,long term,excellent balance,no,no,little,little,0
642,708,loyal,no balance,yes,no,little,little,2
732,4351,loyal,excellent balance,no,yes,none,moderate,0
600,701,long term,no balance,yes,no,little,none,2
464,3643,loyal,excellent balance,yes,yes,little,little,0
680,4249,long term,no balance,yes,yes,little,moderate,0
758,1938,new,no balance,yes,yes,little,little,2
630,2910,new,good balance,yes,yes,little,little,0
577,2659,loyal,no balance,yes,no,rich,little,0
684,1028,long term,no balance,yes,yes,little,none,2
708,3398,long term,no balance,no,yes,little,little,0
732,5801,new,excellent balance,yes,yes,none,none,3
634,1525,new,good balance,yes,yes,rich,none,2
633,4473,long term,no balance,no,no,little,rich,0
559,1068,new,excellent balance,yes,no,little,moderate,2
694,6615,new,no balance,yes,yes,little,little,3
686,1864,long term,good balance,yes,yes,moderate,none,2
553,7408,new,no balance,no,yes,moderate,moderate,3
507,11590,long term,good balance,no,no,moderate,none,1
732,4110,long term,excellent balance,no,no,little,little,0
